timestamp,ticker,action,price,qty,cash_after,portfolio_value
2025-04-24 11:14:11,KRW-BTC,BUY,133962000.0,0.03359524984636018,5499513.140081898,10000000.0
2025-04-24 11:14:11,KRW-XRP,BUY,3180.0,882.2500918184586,2693957.8480992,10000000.0
2025-04-24 11:14:11,KRW-MANA,BUY,447.0,6026.75133802953,0.0,10000000.0
2025-04-24 11:14:50,KRW-BTC,BUY,133981000.0,1.812827972188256e-06,-242.88450454175472,10001520.5598389
2025-04-24 11:14:50,KRW-XRP,SELL,3181.0,-0.1748130204378844,313.1957134711556,10001520.5598389
2025-04-24 11:14:50,KRW-MANA,BUY,447.0,0.7006615513875264,9.313225746154785e-10,10001520.5598389
2025-04-24 11:14:57,KRW-BTC,SELL,133970000.0,-2.164872146260296e-06,290.0279214354232,10000268.916870683
2025-04-24 11:14:57,KRW-XRP,BUY,3180.0,0.17649579136632382,-271.2286951094866,10000268.916870683
2025-04-24 11:14:57,KRW-MANA,SELL,447.0,-0.6067756042728238,4.656612873077393e-10,10000268.916870683
2025-04-24 11:15:04,KRW-BTC,BUY,133981000.0,2.1653850356038914e-06,-290.1204524547793,10001520.712521097
2025-04-24 11:15:04,KRW-XRP,SELL,3181.0,-0.1764823256945545,271.26982557959855,10001520.712521097
2025-04-24 11:15:04,KRW-MANA,BUY,447.0,0.6068676187421385,1.862645149230957e-09,10001520.712521097
2025-04-24 11:15:07,KRW-BTC,BUY,133981000.0,6.951154078678906e-18,9.313225746154785e-10,10001520.712521099
2025-04-24 11:15:07,KRW-XRP,BUY,3181.0,1.4638833301092085e-13,4.656612873077393e-10,10001520.712521099
2025-04-24 11:15:07,KRW-MANA,BUY,447.0,1.0417478463260386e-12,0.0,10001520.712521099
2025-04-24 11:15:12,KRW-BTC,SELL,133981000.0,-5.642426749678925e-06,755.977978348732,9999756.56193657
2025-04-24 11:15:12,KRW-XRP,BUY,3179.0,0.38013990793436336,-452.4867889746092,9999756.56193657
2025-04-24 11:15:12,KRW-MANA,SELL,447.0,-1.012274695692638,0.0,9999756.56193657
2025-04-24 11:18:41,KRW-BTC,BUY,134011000.0,1.6135840901356767e-06,-216.23801750317216,10001646.759991556
2025-04-24 11:18:41,KRW-XRP,SELL,3180.0,-0.17062648264222643,326.3541972991079,10001646.759991556
2025-04-24 11:18:41,KRW-MANA,BUY,447.0,0.7300988753863779,1.3969838619232178e-09,10001646.759991556
2025-04-24 11:28:39,KRW-BTC,SELL,133876000.0,-6.558320490043333e-06,878.0017139264382,9992700.276326597
2025-04-24 11:28:39,KRW-XRP,BUY,3175.0,0.7813087944291884,-1602.653708386235,9992700.276326597
2025-04-24 11:28:39,KRW-MANA,SELL,447.0,-3.585355052315074,-1.3969838619232178e-09,9992700.276326597
2025-04-24 11:31:19,KRW-BTC,BUY,133871000.0,2.0477282825054216e-05,-2741.31432907423,10002088.192965131
2025-04-24 11:31:19,KRW-XRP,SELL,3179.0,-0.50379793558442,-1139.7406918513589,10002088.192965131
2025-04-24 11:31:19,KRW-MANA,SELL,448.0,-2.544064044313148,9.313225746154785e-10,10002088.192965131
2025-04-24 11:32:10,KRW-BTC,SELL,133981000.0,-2.3781364386358416e-05,3186.2509818496183,9997116.23038257
2025-04-24 11:32:10,KRW-XRP,BUY,3176.0,0.4515924601088705,1751.9933285438456,9997116.23038257
2025-04-24 11:32:10,KRW-MANA,BUY,447.0,3.9194481622936075,-1.3969838619232178e-09,9997116.23038257
