timestamp,ticker,old_weight,new_weight,old_amt,new_amt,diff,action
2025-04-23 06:13:30,KRW-BTC,0,0.46803965647253015,0,4680397,4680397,BUY
2025-04-23 06:13:30,KRW-XRP,0,0.2735685278512544,0,2735685,2735685,BUY
2025-04-23 06:13:30,KRW-MANA,0,0.2583918156762155,0,2583918,2583918,BUY
